step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_paf,losses/eval.bodypart_total_loss,losses/eval.identity_heatmap,losses/eval.identity_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_paf,losses/train.bodypart_total_loss,losses/train.identity_heatmap,losses/train.identity_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
30,0.0037794937379658222,0.39802393317222595,0.0037967637181282043,0.008020122535526752,0.0056580835953354836,0.0056580835953354836,0.006839103065431118,0.012394210323691368,0.39470383524894714,0.00387916574254632,0.010839106515049934,0.017260387539863586,0.017260387539863586,0.01404974702745676,4.820218863991661,6.0,489.8488239542512,743.2948096990585
31,,,,,,,,0.008890803903341293,0.38952702283859253,0.00432524224743247,0.009599893353879452,0.012989109382033348,0.012989109382033348,0.011294499970972538,,,,
32,,,,,,,,0.009929033927619457,0.37558382749557495,0.0037532737478613853,0.009694517590105534,0.014900474809110165,0.014900474809110165,0.012297495268285275,,,,
33,,,,,,,,0.009561892598867416,0.36834457516670227,0.004006919451057911,0.009459937922656536,0.014012441970407963,0.014012441970407963,0.01173618994653225,,,,
34,,,,,,,,0.009612951427698135,0.3635920584201813,0.0038799585308879614,0.00939351785928011,0.014567937701940536,0.014567937701940536,0.01198072824627161,,,,
35,,,,,,,,0.00868434552103281,0.3442789316177368,0.004033077508211136,0.008767200633883476,0.012914040125906467,0.012914040125906467,0.01084062084555626,,,,
36,,,,,,,,0.008185449987649918,0.36873719096183777,0.0033442790154367685,0.008985579945147038,0.012163406237959862,0.012163406237959862,0.010574491694569588,,,,
37,,,,,,,,0.007901187986135483,0.3409375846385956,0.003895325819030404,0.008445867337286472,0.01173548772931099,0.01173548772931099,0.010090677067637444,,,,
38,,,,,,,,0.009446463547647,0.3396506905555725,0.003725026035681367,0.008933833800256252,0.015101233497262001,0.015101233497262001,0.01201753318309784,,,,
39,,,,,,,,0.009154112078249454,0.3444660007953644,0.0036549821961671114,0.008914303965866566,0.01391651388257742,0.01391651388257742,0.011415409855544567,,,,
40,0.0032198894768953323,0.36596494913101196,0.0018684131791815162,0.007234991993755102,0.004858044907450676,0.004858044907450676,0.006046519614756107,0.007739761378616095,0.3066612482070923,0.0032448284327983856,0.007799102459102869,0.012168887071311474,0.012168887071311474,0.00998399592936039,11.867129570099868,14.799999999999999,198.83060782402754,28.91623574754466
41,,,,,,,,0.008891324512660503,0.33261430263519287,0.0031727717723697424,0.008613105863332748,0.013751165010035038,0.013751165010035038,0.01118213590234518,,,,
42,,,,,,,,0.009451445192098618,0.3144882619380951,0.0034980454947799444,0.00850855465978384,0.014649412594735622,0.014649412594735622,0.011578983627259731,,,,
43,,,,,,,,0.008077376522123814,0.32365959882736206,0.003955081105232239,0.008218622766435146,0.012350831180810928,0.012350831180810928,0.010284727439284325,,,,
44,,,,,,,,0.009246951900422573,0.3257957100868225,0.0037197431083768606,0.008636237122118473,0.014725681394338608,0.014725681394338608,0.011680960655212402,,,,
45,,,,,,,,0.007816171273589134,0.30690139532089233,0.0030888982582837343,0.007823377847671509,0.01279347576200962,0.01279347576200962,0.010308426804840565,,,,
46,,,,,,,,0.0075919064693152905,0.30412206053733826,0.00248791859485209,0.007682266645133495,0.011845293454825878,0.011845293454825878,0.009763780981302261,,,,
47,,,,,,,,0.009400835260748863,0.30198341608047485,0.0025871330872178078,0.008252906613051891,0.01528097316622734,0.01528097316622734,0.011766940355300903,,,,
48,,,,,,,,0.008275821805000305,0.29166242480278015,0.002562785753980279,0.007705074269324541,0.01368399616330862,0.01368399616330862,0.010694535449147224,,,,
49,,,,,,,,0.009011420421302319,0.3011050820350647,0.002627487061545253,0.008109807968139648,0.014300352893769741,0.014300352893769741,0.011205079965293407,,,,
50,0.0026597334071993828,0.31898990273475647,0.001972090918570757,0.00626881280913949,0.004525911062955856,0.004525911062955856,0.00539736170321703,0.007107448298484087,0.29652199149131775,0.002754680812358856,0.007403005845844746,0.011998945847153664,0.011998945847153664,0.009700976312160492,11.835589328163586,18.8,114.9434252951075,55.36900905708769
51,,,,,,,,0.007666937541216612,0.30091631412506104,0.0023874370381236076,0.007650500163435936,0.012396181002259254,0.012396181002259254,0.01002334151417017,,,,
52,,,,,,,,0.006243356037884951,0.24834351241588593,0.0022175440099090338,0.006294095888733864,0.010694213211536407,0.010694213211536407,0.008494154550135136,,,,
53,,,,,,,,0.007413932587951422,0.2837839126586914,0.002459370531141758,0.007283021695911884,0.012471155263483524,0.012471155263483524,0.009877089411020279,,,,
54,,,,,,,,0.006330421194434166,0.2505466043949127,0.0025271179620176554,0.006370153743773699,0.011032095178961754,0.011032095178961754,0.008701125159859657,,,,
55,,,,,,,,0.008118302561342716,0.2696269452571869,0.002761428477242589,0.007291930727660656,0.013269049115478992,0.013269049115478992,0.01028048899024725,,,,
56,,,,,,,,0.007031643763184547,0.26027819514274597,0.0025595305487513542,0.00676716910675168,0.0113523593172431,0.0113523593172431,0.009059765376150608,,,,
57,,,,,,,,0.007065276615321636,0.2586480379104614,0.0026916086208075285,0.006755612790584564,0.011453557759523392,0.011453557759523392,0.009104586206376553,,,,
58,,,,,,,,0.00772132258862257,0.2446873039007187,0.0028110346756875515,0.006745597347617149,0.01318085752427578,0.01318085752427578,0.00996322836726904,,,,
59,,,,,,,,0.006460575852543116,0.25743940472602844,0.0023461701348423958,0.0065223886631429195,0.01058781985193491,0.01058781985193491,0.008555104024708271,,,,
60,0.002720206044614315,0.28916582465171814,0.0021006562747061253,0.005796188022941351,0.004546529613435268,0.004546529613435268,0.005171358585357666,0.008149266242980957,0.2554273009300232,0.002427072962746024,0.00705444673076272,0.013451294042170048,0.013451294042170048,0.010252869687974453,27.44390867658194,31.6,186.15522563374125,35.239400227864586
61,,,,,,,,0.007435099687427282,0.2381439208984375,0.002904084511101246,0.0065442342311143875,0.01228303276002407,0.01228303276002407,0.009413634426891804,,,,
62,,,,,,,,0.007716851308941841,0.23265014588832855,0.0028502957429736853,0.006544796749949455,0.01270985882729292,0.01270985882729292,0.0096273273229599,,,,
63,,,,,,,,0.006160898134112358,0.23662175238132477,0.002202486852183938,0.006070745177567005,0.010249168612062931,0.010249168612062931,0.008159956894814968,,,,
64,,,,,,,,0.006295512430369854,0.22678828239440918,0.002194446511566639,0.005951457191258669,0.01095544919371605,0.01095544919371605,0.00845345202833414,,,,
65,,,,,,,,0.008014081045985222,0.23000188171863556,0.002446707570925355,0.0065862820483744144,0.01356528326869011,0.01356528326869011,0.010075782425701618,,,,
66,,,,,,,,0.0060281711630523205,0.2396254688501358,0.0023414837196469307,0.006081198342144489,0.00984842237085104,0.00984842237085104,0.00796481128782034,,,,
67,,,,,,,,0.0071462769992649555,0.22842949628829956,0.0026332007255405188,0.006277024280279875,0.01208788063377142,0.01208788063377142,0.009182452224195004,,,,
68,,,,,,,,0.006696109194308519,0.22505894303321838,0.0026863866951316595,0.0060725645162165165,0.011842617765069008,0.011842617765069008,0.008957590907812119,,,,
69,,,,,,,,0.006589090451598167,0.2539311647415161,0.002710039261728525,0.006518885027617216,0.01045429427176714,0.01045429427176714,0.008486590348184109,,,,
70,0.002464564051479101,0.2345125675201416,0.0014762294013053179,0.0047792717814445496,0.004225174430757761,0.004225174430757761,0.004502223338931799,0.007187132723629475,0.23372095823287964,0.0027190076652914286,0.006381693761795759,0.011663946323096752,0.011663946323096752,0.009022819809615612,40.503791797944096,45.20000000000001,75.36696896853147,20.348660714285714
71,,,,,,,,0.006075866054743528,0.22365254163742065,0.0024296995252370834,0.0058338213711977005,0.01086412463337183,0.01086412463337183,0.008348973467946053,,,,
72,,,,,,,,0.004915608558803797,0.20930355787277222,0.0019863126799464226,0.0051931398920714855,0.008774199523031712,0.008774199523031712,0.006983669474720955,,,,
73,,,,,,,,0.005812115501612425,0.21263717114925385,0.0046914140693843365,0.005637704860419035,0.010117989033460617,0.010117989033460617,0.007877848111093044,,,,
74,,,,,,,,0.006133221555501223,0.22437621653079987,0.002630791859701276,0.005871704313904047,0.010720736347138882,0.010720736347138882,0.008296220563352108,,,,
75,,,,,,,,0.006057663355022669,0.21249237656593323,0.002175071742385626,0.005633262917399406,0.010506929829716682,0.010506929829716682,0.00807009544223547,,,,
76,,,,,,,,0.00692706136032939,0.22159424424171448,0.002342130057513714,0.006080329418182373,0.011871573515236378,0.011871573515236378,0.008975951001048088,,,,
77,,,,,,,,0.006221167743206024,0.20711174607276917,0.002317071193829179,0.005602821707725525,0.011514469049870968,0.011514469049870968,0.008558645844459534,,,,
78,,,,,,,,0.006470153108239174,0.20824263989925385,0.002604564419016242,0.00571424700319767,0.0114818774163723,0.0114818774163723,0.008598062209784985,,,,
79,,,,,,,,0.0064348820596933365,0.20963062345981598,0.0025620711967349052,0.005724206566810608,0.010715753771364689,0.010715753771364689,0.008219980634748936,,,,
80,0.002450590254738927,0.2610635757446289,0.00126403640024364,0.005210057832300663,0.004950060974806547,0.004950060974806547,0.005080059170722961,0.0062422845512628555,0.2159162163734436,0.002051963470876217,0.005747764836996794,0.010066051967442036,0.010066051967442036,0.007906908169388771,33.591038803128434,39.6,55.957736163072184,15.642740885416666
81,,,,,,,,0.00596927385777235,0.1998177170753479,0.0022124163806438446,0.005393800791352987,0.010492698289453983,0.010492698289453983,0.007943250238895416,,,,
82,,,,,,,,0.006121035199612379,0.20189018547534943,0.002109417924657464,0.00547549594193697,0.010274476371705532,0.010274476371705532,0.007874985225498676,,,,
83,,,,,,,,0.0061877756379544735,0.19109441339969635,0.002454199595376849,0.005329305771738291,0.011204360984265804,0.011204360984265804,0.008266832679510117,,,,
84,,,,,,,,0.006627008784562349,0.20727138221263885,0.002296124119311571,0.005740063264966011,0.011878389865159988,0.011878389865159988,0.008809227496385574,,,,
85,,,,,,,,0.00489182909950614,0.1904170960187912,0.0019388936925679445,0.004868858028203249,0.008927919901907444,0.008927919901907444,0.0068983882665634155,,,,
86,,,,,,,,0.005077782552689314,0.22067990899085999,0.001799764926545322,0.005430585239082575,0.009198931977152824,0.009198931977152824,0.007314758375287056,,,,
87,,,,,,,,0.0058312807232141495,0.21596069633960724,0.0017909175949171185,0.005602802615612745,0.010154356248676777,0.010154356248676777,0.007878579199314117,,,,
88,,,,,,,,0.006086320150643587,0.22020086646080017,0.0019411318935453892,0.005763492081314325,0.010317807085812092,0.010317807085812092,0.008040649816393852,,,,
89,,,,,,,,0.006337496917694807,0.20120230317115784,0.002204763935878873,0.005539363250136375,0.011119316332042217,0.011119316332042217,0.008329339325428009,,,,
90,0.0022185842972248793,0.22127869725227356,0.001247091218829155,0.0044690766371786594,0.0045554302632808685,0.0045554302632808685,0.00451225321739912,0.006481296848505735,0.22255760431289673,0.0021403322461992502,0.0059410701505839825,0.011302108876407146,0.011302108876407146,0.00862158928066492,39.808329459319566,45.60000000000001,51.55204067887931,10.113291147592905
91,,,,,,,,0.0060494025237858295,0.1823895424604416,0.001917339162901044,0.005120204761624336,0.011219041422009468,0.011219041422009468,0.008169623091816902,,,,
92,,,,,,,,0.006126221735030413,0.1884240210056305,0.0018410459160804749,0.005243842490017414,0.010668933391571045,0.010668933391571045,0.007956386543810368,,,,
93,,,,,,,,0.0056121861562132835,0.17689792811870575,0.0017705857753753662,0.004878046922385693,0.01002323254942894,0.01002323254942894,0.0074506402015686035,,,,
94,,,,,,,,0.0066716973669826984,0.181303009390831,0.0020122865680605173,0.0053126928396523,0.011490082368254662,0.011490082368254662,0.008401387371122837,,,,
95,,,,,,,,0.005756803322583437,0.1652856320142746,0.0017199929570779204,0.0047310288064181805,0.010434672236442566,0.010434672236442566,0.0075828502885997295,,,,
96,,,,,,,,0.004587229806929827,0.16331057250499725,0.001548365456983447,0.004302531946450472,0.008266935124993324,0.008266935124993324,0.006284733302891254,,,,
97,,,,,,,,0.004615698475390673,0.17494170367717743,0.001521881204098463,0.004504990763962269,0.00829515140503645,0.00829515140503645,0.006400071084499359,,,,
98,,,,,,,,0.0054046534933149815,0.16388536989688873,0.0017693754052743316,0.0045919534750282764,0.009354476816952229,0.009354476816952229,0.0069732144474983215,,,,
99,,,,,,,,0.005601994227617979,0.1561334729194641,0.0018947907956317067,0.004532715771347284,0.009730677120387554,0.009730677120387554,0.007131696213036776,,,,
100,0.00201046047732234,0.20537003874778748,0.0009006390464492142,0.00412300880998373,0.004193280823528767,0.004193280823528767,0.0041581448167562485,0.005709024146199226,0.15976883471012115,0.0019276258535683155,0.004630076698958874,0.0099705895408988,0.0099705895408988,0.007300333585590124,53.192844348373455,56.400000000000006,39.542678901751835,26.217512649680497
101,,,,,,,,0.004979507997632027,0.17890039086341858,0.0015534096164628863,0.004693289753049612,0.008443087339401245,0.008443087339401245,0.006568188779056072,,,,
102,,,,,,,,0.005484219640493393,0.17261721193790436,0.001741534098982811,0.004763077944517136,0.009782901965081692,0.009782901965081692,0.007272989954799414,,,,
103,,,,,,,,0.005752786993980408,0.16349910199642181,0.0017916924552991986,0.004702304024249315,0.010062665678560734,0.010062665678560734,0.0073824855498969555,,,,
104,,,,,,,,0.004616600461304188,0.15519508719444275,0.0015464047901332378,0.004176998510956764,0.007798414211720228,0.007798414211720228,0.00598770659416914,,,,
105,,,,,,,,0.0047751013189554214,0.16925360262393951,0.001534305396489799,0.004463737830519676,0.008307202719151974,0.008307202719151974,0.006385469809174538,,,,
106,,,,,,,,0.005800450220704079,0.17430733144283295,0.001823281985707581,0.004899381194263697,0.009613589383661747,0.009613589383661747,0.007256485987454653,,,,
107,,,,,,,,0.004753783345222473,0.16858136653900146,0.0016108534764498472,0.004447979386895895,0.009002254344522953,0.009002254344522953,0.006725117564201355,,,,
108,,,,,,,,0.005375980865210295,0.17051458358764648,0.0017248425865545869,0.004691398236900568,0.009309028275310993,0.009309028275310993,0.007000213488936424,,,,
109,,,,,,,,0.00560480821877718,0.1747371107339859,0.0017690539825707674,0.004839523229748011,0.009401253424584866,0.009401253424584866,0.007120389025658369,,,,
110,0.0018731467425823212,0.20815372467041016,0.0008698651799932122,0.004122606478631496,0.0037820760626345873,0.0037820760626345873,0.00395234115421772,0.005426956340670586,0.16489730775356293,0.0018397726817056537,0.0046186004765331745,0.009017786011099815,0.009017786011099815,0.006818193010985851,52.01258084618531,55.60000000000001,39.561663858251634,13.327395629882812
111,,,,,,,,0.006188721861690283,0.16895842552185059,0.001958428882062435,0.004944161977618933,0.010503350757062435,0.010503350757062435,0.00772375613451004,,,,
112,,,,,,,,0.005940054543316364,0.16870881617069244,0.0020093561615794897,0.00485881045460701,0.010660662315785885,0.010660662315785885,0.007759736385196447,,,,
113,,,,,,,,0.0039666867814958096,0.1561879962682724,0.0015636618481948972,0.003977484535425901,0.007028448395431042,0.007028448395431042,0.005502965766936541,,,,
114,,,,,,,,0.004379462916404009,0.1875564455986023,0.0014538872055709362,0.004634224809706211,0.007444116286933422,0.007444116286933422,0.006039170548319817,,,,
115,,,,,,,,0.0044506085105240345,0.15761436522006989,0.0015565832145512104,0.004162328317761421,0.007633442059159279,0.007633442059159279,0.005897885654121637,,,,
116,,,,,,,,0.0053430963307619095,0.18259195983409882,0.0017663589678704739,0.00488311005756259,0.008381817489862442,0.008381817489862442,0.006632463540881872,,,,
117,,,,,,,,0.00550053222104907,0.15596413612365723,0.0019066843669861555,0.0044964696280658245,0.009921619668602943,0.009921619668602943,0.007209044881165028,,,,
118,,,,,,,,0.0045423549599945545,0.15797044336795807,0.0015845027519389987,0.004199776332825422,0.007878024131059647,0.007878024131059647,0.0060388995334506035,,,,
119,,,,,,,,0.004880107473582029,0.16536928713321686,0.0017715729773044586,0.004441909492015839,0.00872070249170065,0.00872070249170065,0.006581306457519531,,,,
120,0.0018880905117839575,0.202304869890213,0.0008451713365502656,0.00402928376570344,0.0036354470066726208,0.0036354470066726208,0.003832365619018674,0.0052795992232859135,0.159283846616745,0.0017589960480108857,0.0044732303358614445,0.0087060471996665,0.0087060471996665,0.006589639000594616,49.63164910851026,52.400000000000006,41.280417049632355,8.699235162815127
121,,,,,,,,0.004578735213726759,0.16453231871128082,0.00162027298938483,0.004322459921240807,0.007697307039052248,0.007697307039052248,0.006009883712977171,,,,
122,,,,,,,,0.0050820838660001755,0.15381474792957306,0.0017583888256922364,0.004316220059990883,0.008408228866755962,0.008408228866755962,0.006362223997712135,,,,
123,,,,,,,,0.004869036376476288,0.16643238067626953,0.001749853021465242,0.004455213434994221,0.008863489143550396,0.008863489143550396,0.006659351754933596,,,,
124,,,,,,,,0.004267075564712286,0.15785187482833862,0.0015047622146084905,0.004103382118046284,0.007190204691141844,0.007190204691141844,0.00564679317176342,,,,
125,,,,,,,,0.00463176378980279,0.1679338961839676,0.0016775031108409166,0.004398736637085676,0.007957400754094124,0.007957400754094124,0.006178068928420544,,,,
126,,,,,,,,0.004355415236204863,0.13934901356697083,0.00154464493971318,0.0038257769774645567,0.00783064030110836,0.00783064030110836,0.00582820875570178,,,,
127,,,,,,,,0.004952180199325085,0.15638181567192078,0.0016492904396727681,0.004312066826969385,0.008360193111002445,0.008360193111002445,0.006336130201816559,,,,
128,,,,,,,,0.003941456321626902,0.15366820991039276,0.001458709710277617,0.003923580050468445,0.0065846992656588554,0.0065846992656588554,0.0052541387267410755,,,,
129,,,,,,,,0.004354249686002731,0.1661681979894638,0.0013555512996390462,0.004266072064638138,0.006851678714156151,0.006851678714156151,0.005558874923735857,,,,
130,0.0018658966291695833,0.19861426949501038,0.0007969387806952,0.0039587682113051414,0.0035980772227048874,0.0035980772227048874,0.0037784227170050144,0.005635709967464209,0.16590237617492676,0.0017813020385801792,0.004702986683696508,0.008920072577893734,0.008920072577893734,0.006811529863625765,59.67232437529467,62.0,32.44694636418269,5.5945944037319215
131,,,,,,,,0.00500504719093442,0.15182773768901825,0.0017757099121809006,0.004258002154529095,0.008532723411917686,0.008532723411917686,0.006395362783223391,,,,
132,,,,,,,,0.003817648394033313,0.13315285742282867,0.0014537021052092314,0.00354022067040205,0.0066913883201777935,0.0066913883201777935,0.005115804262459278,,,,
133,,,,,,,,0.006309290416538715,0.17081044614315033,0.0018884490709751844,0.005012886598706245,0.009934792295098305,0.009934792295098305,0.0074738385155797005,,,,
134,,,,,,,,0.004817414563149214,0.15099495649337769,0.0017172362422570586,0.004179628565907478,0.00823010504245758,0.00823010504245758,0.006204866338521242,,,,
135,,,,,,,,0.004959726706147194,0.17602528631687164,0.0014729968970641494,0.0046360972337424755,0.007753655780106783,0.007753655780106783,0.006194876041263342,,,,
136,,,,,,,,0.004708047956228256,0.1594037413597107,0.0016103065572679043,0.004279755521565676,0.008386923931539059,0.008386923931539059,0.0063333394937217236,,,,
137,,,,,,,,0.004943052306771278,0.15338994562625885,0.0016172550385817885,0.004258092027157545,0.007569362409412861,0.007569362409412861,0.005913726985454559,,,,
138,,,,,,,,0.0052282847464084625,0.16036440432071686,0.0016475573647767305,0.004470420069992542,0.008929691277444363,0.008929691277444363,0.0067000556737184525,,,,
139,,,,,,,,0.004826674237847328,0.16980624198913574,0.0015020818682387471,0.004489064682275057,0.008236224763095379,0.008236224763095379,0.0063626449555158615,,,,
140,0.0018542595207691193,0.19579747319221497,0.000808468263130635,0.00390832731500268,0.003462405875325203,0.003462405875325203,0.0036853663623332977,0.004227526020258665,0.15667325258255005,0.001417971565388143,0.004067662172019482,0.006898665800690651,0.006898665800690651,0.005483163986355066,52.27353891764769,56.8,31.58887657752404,9.539879750397246
141,,,,,,,,0.004429465625435114,0.15367482602596283,0.0014549962943419814,0.004086235538125038,0.007367243990302086,0.007367243990302086,0.005726739764213562,,,,
142,,,,,,,,0.0047371662221848965,0.1424892097711563,0.0017267725197598338,0.004011434968560934,0.007855694741010666,0.007855694741010666,0.005933564621955156,,,,
143,,,,,,,,0.00415676599368453,0.14580616354942322,0.001554347574710846,0.0038675025571137667,0.007224622648209333,0.007224622648209333,0.005546062719076872,,,,
144,,,,,,,,0.005679729860275984,0.16555768251419067,0.0018307437421754003,0.004713563248515129,0.009294334799051285,0.009294334799051285,0.007003949489444494,,,,
145,,,,,,,,0.00518582109361887,0.15826036036014557,0.0019182339310646057,0.004430220928043127,0.00886173453181982,0.00886173453181982,0.006645977962762117,,,,
146,,,,,,,,0.005304403603076935,0.16312989592552185,0.0015943442704156041,0.004540111403912306,0.008430054411292076,0.008430054411292076,0.006485082674771547,,,,
147,,,,,,,,0.005406608339399099,0.16253425180912018,0.0017049300950020552,0.004567938391119242,0.008772686123847961,0.008772686123847961,0.006670312490314245,,,,
148,,,,,,,,0.004178923089057207,0.15786747634410858,0.0014217662392184138,0.004071491304785013,0.006684735883027315,0.006684735883027315,0.005378113593906164,,,,
149,,,,,,,,0.004285587929189205,0.15733318030834198,0.0014912934275344014,0.004100458696484566,0.0075402576476335526,0.0075402576476335526,0.005820357706397772,,,,
150,0.0018960919696837664,0.196823850274086,0.0008259630994871259,0.003939960617572069,0.0035316902212798595,0.0035316902212798595,0.0037358254194259644,0.005262067541480064,0.1651221662759781,0.0016467291861772537,0.0045609502121806145,0.008754183538258076,0.008754183538258076,0.006657566409558058,59.708615598401934,64.4,29.53987937303459,5.72339617619749
151,,,,,,,,0.00411907397210598,0.16529889404773712,0.0013887588866055012,0.004174298606812954,0.006637447979301214,0.006637447979301214,0.00540587306022644,,,,
152,,,,,,,,0.004700045101344585,0.15971346199512482,0.001608583377674222,0.004282192327082157,0.0076019554398953915,0.0076019554398953915,0.005942073650658131,,,,
153,,,,,,,,0.0052538369782269,0.1644594967365265,0.0016973013989627361,0.004548847675323486,0.00871080532670021,0.00871080532670021,0.0066298265010118484,,,,
154,,,,,,,,0.005421387031674385,0.15532399713993073,0.0017734274733811617,0.004454976413398981,0.009001621045172215,0.009001621045172215,0.0067282989621162415,,,,
155,,,,,,,,0.004024155903607607,0.14819328486919403,0.0015219944762066007,0.0038620063569396734,0.006729830522090197,0.006729830522090197,0.005295917857438326,,,,
156,,,,,,,,0.004089537542313337,0.16157837212085724,0.0013191408943384886,0.004100123420357704,0.006737727206200361,0.006737727206200361,0.005418926011770964,,,,
157,,,,,,,,0.005468812305480242,0.15616779029369354,0.0018744264962151647,0.00448821485042572,0.008684644475579262,0.008684644475579262,0.006586429663002491,,,,
158,,,,,,,,0.005446407478302717,0.17227493226528168,0.001795148360542953,0.004746556282043457,0.0087966313585639,0.0087966313585639,0.0067715938203036785,,,,
159,,,,,,,,0.004330603405833244,0.1628572791814804,0.0014751272974535823,0.004206993151456118,0.007096662651747465,0.007096662651747465,0.005651828367263079,,,,
