step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
93,,,,,0.0003164533991366625,0.14786894619464874,0.003854950424283743,0.003854950424283743,,,,
94,,,,,0.00027063238667324185,0.14335180819034576,0.0037191114388406277,0.0037191114388406277,,,,
95,,,,,0.0002909539616666734,0.13970211148262024,0.003638029797002673,0.003638029797002673,,,,
96,,,,,0.0002902178675867617,0.1428445428609848,0.0037162224762141705,0.0037162224762141705,,,,
97,,,,,0.0002760443021543324,0.14249157905578613,0.003700311528518796,0.003700311528518796,,,,
98,,,,,0.000330532988300547,0.1382497251033783,0.003621509997174144,0.003621509997174144,,,,
99,,,,,0.00031388524803332984,0.14323405921459198,0.003737793769687414,0.003737793769687414,,,,
100,6.505272904178128e-05,0.3019535541534424,0.00758136622607708,0.00758136622607708,0.00032407348044216633,0.13418790698051453,0.0035167343448847532,0.0035167343448847532,39.194719471947195,45.88235294117647,206.48838588169642,8.440602463942307
101,,,,,0.0002734267618507147,0.13453932106494904,0.003500196384266019,0.003500196384266019,,,,
102,,,,,0.0002768677077256143,0.13508039712905884,0.0035154439974576235,0.0035154439974576235,,,,
103,,,,,0.0002855929487850517,0.147329643368721,0.0038260375149548054,0.0038260375149548054,,,,
104,,,,,0.0002746123354882002,0.1350099742412567,0.0035125557333230972,0.0035125557333230972,,,,
105,,,,,0.00026845207321457565,0.13724105060100555,0.003565252525731921,0.003565252525731921,,,,
106,,,,,0.0002903107670135796,0.1347089558839798,0.0035128791350871325,0.0035128791350871325,,,,
107,,,,,0.00030466861790046096,0.1345577985048294,0.00351627916097641,0.00351627916097641,,,,
108,,,,,0.00028874631971120834,0.12643155455589294,0.003305162535980344,0.003305162535980344,,,,
109,,,,,0.0002732551656663418,0.12890633940696716,0.0033592861145734787,0.0033592861145734787,,,,
110,6.306765862973407e-05,0.30853211879730225,0.007744837552309036,0.007744837552309036,0.00032051457674242556,0.13724419474601746,0.00359136238694191,0.00359136238694191,47.220324230225216,52.352941176470594,138.8607177734375,8.450431130149148
111,,,,,0.00029434741009026766,0.12780840694904327,0.003342383773997426,0.003342383773997426,,,,
112,,,,,0.00024074599787127227,0.11853301525115967,0.003083698684349656,0.003083698684349656,,,,
113,,,,,0.0002939441183116287,0.12876704335212708,0.003366148564964533,0.003366148564964533,,,,
114,,,,,0.0002791390288621187,0.12958697974681854,0.0033792443573474884,0.0033792443573474884,,,,
115,,,,,0.0002856433275155723,0.11913664638996124,0.003121237503364682,0.003121237503364682,,,,
116,,,,,0.00026232871459797025,0.13044394552707672,0.003392262849956751,0.003392262849956751,,,,
117,,,,,0.0002789942955132574,0.12213978916406631,0.003192991716787219,0.003192991716787219,,,,
118,,,,,0.0002981656580232084,0.13014748692512512,0.0034027700312435627,0.0034027700312435627,,,,
119,,,,,0.00027698263875208795,0.12810118496418,0.00334102101624012,0.00334102101624012,,,,
120,7.466374518116936e-05,0.31043922901153564,0.007798313163220882,0.007798313163220882,0.0002826520649250597,0.11873050779104233,0.0031095887534320354,0.0031095887534320354,43.846181046676094,50.588235294117645,182.5927734375,8.647022065662203
121,,,,,0.00030151777900755405,0.1307114064693451,0.0034185443073511124,0.0034185443073511124,,,,
122,,,,,0.00029641916626133025,0.12763941287994385,0.0033391949255019426,0.0033391949255019426,,,,
123,,,,,0.0002722456702031195,0.12098219245672226,0.0031606778502464294,0.0031606778502464294,,,,
124,,,,,0.00028237621881999075,0.1211434155702591,0.0031697736121714115,0.0031697736121714115,,,,
125,,,,,0.0002860452514141798,0.12431156635284424,0.0032508117146790028,0.0032508117146790028,,,,
126,,,,,0.00027010851772502065,0.1220044270157814,0.0031851648818701506,0.0031851648818701506,,,,
127,,,,,0.00027116062119603157,0.114811971783638,0.0030058794654905796,0.0030058794654905796,,,,
128,,,,,0.00028243480483070016,0.11406038701534271,0.00299272732809186,0.00299272732809186,,,,
129,,,,,0.0003069154336117208,0.11896628141403198,0.0031276147346943617,0.0031276147346943617,,,,
130,6.797315290896222e-05,0.3049410581588745,0.007657513953745365,0.007657513953745365,0.0002645791391842067,0.11661215126514435,0.003047593403607607,0.003047593403607607,42.94713578500707,49.411764705882355,161.25277273995536,8.432575871394231
131,,,,,0.00026402686489745975,0.12176129966974258,0.0031760460697114468,0.0031760460697114468,,,,
132,,,,,0.0002533032966312021,0.11974070221185684,0.0031201690435409546,0.0031201690435409546,,,,
133,,,,,0.0002579122083261609,0.11317428201436996,0.0029583130963146687,0.0029583130963146687,,,,
134,,,,,0.00028250616742298007,0.12304084002971649,0.0032172738574445248,0.0032172738574445248,,,,
135,,,,,0.00029296890716068447,0.11800616979598999,0.0030966387130320072,0.0030966387130320072,,,,
136,,,,,0.00027107360074296594,0.1182958111166954,0.003092932514846325,0.003092932514846325,,,,
137,,,,,0.0002437574148643762,0.12416581809520721,0.003226024564355612,0.003226024564355612,,,,
138,,,,,0.0002714953734539449,0.1137847900390625,0.0029803672805428505,0.0029803672805428505,,,,
139,,,,,0.00026122856070287526,0.11916490644216537,0.003109737066552043,0.003109737066552043,,,,
140,6.467629282269627e-05,0.31240832805633545,0.007842546328902245,0.007842546328902245,0.00028192359604872763,0.12010987102985382,0.003143708687275648,0.003143708687275648,42.62376237623762,48.823529411764696,169.19278390066964,8.790477752685547
141,,,,,0.00025945447850972414,0.11713777482509613,0.003058171831071377,0.003058171831071377,,,,
142,,,,,0.00025792422820813954,0.11879726499319077,0.0030988939106464386,0.0030988939106464386,,,,
143,,,,,0.0002487230522092432,0.11778140068054199,0.0030688964761793613,0.0030688964761793613,,,,
144,,,,,0.00028145243413746357,0.11933781206607819,0.0031241714023053646,0.0031241714023053646,,,,
145,,,,,0.0002533320221118629,0.1114341989159584,0.0029125206638127565,0.0029125206638127565,,,,
146,,,,,0.00027270271675661206,0.11399476230144501,0.0029862208757549524,0.0029862208757549524,,,,
147,,,,,0.00027846236480399966,0.11469557136297226,0.00300662056542933,0.00300662056542933,,,,
148,,,,,0.00028775300597772,0.12167992442846298,0.003185874316841364,0.003185874316841364,,,,
149,,,,,0.0002586845657788217,0.10974885523319244,0.002873063553124666,0.002873063553124666,,,,
150,6.726681021973491e-05,0.31088194251060486,0.007805681321769953,0.007805681321769953,0.0002556919935159385,0.11657261848449707,0.003042161464691162,0.003042161464691162,42.10561056105611,47.647058823529406,180.64620535714286,8.726552170973557
151,,,,,0.00025676004588603973,0.11223254352807999,0.0029341934714466333,0.0029341934714466333,,,,
152,,,,,0.0002677501761354506,0.1193726509809494,0.0031181916128844023,0.0031181916128844023,,,,
153,,,,,0.0002599340514279902,0.11585628986358643,0.0030263743828982115,0.0030263743828982115,,,,
154,,,,,0.00027821751427836716,0.10817305743694305,0.0028434351552277803,0.0028434351552277803,,,,
155,,,,,0.0002450902829878032,0.12138964980840683,0.003157286439090967,0.003157286439090967,,,,
156,,,,,0.0002536292595323175,0.11827653646469116,0.0030837280210107565,0.0030837280210107565,,,,
157,,,,,0.0002639844606164843,0.1099882572889328,0.002881698776036501,0.002881698776036501,,,,
158,,,,,0.0002674493589438498,0.10752443969249725,0.002821835922077298,0.002821835922077298,,,,
159,,,,,0.00026817695470526814,0.11141141504049301,0.002919373568147421,0.002919373568147421,,,,
160,6.632279837504029e-05,0.3154238164424896,0.00791875645518303,0.00791875645518303,0.00026503042317926884,0.11896536499261856,0.0031066492665559053,0.0031066492665559053,44.646864686468646,51.17647058823529,158.00697544642858,8.768333082932692
161,,,,,0.0002826087293215096,0.11166030168533325,0.0029328118544071913,0.0029328118544071913,,,,
162,,,,,0.0002470534818712622,0.1091378703713417,0.0028519737534224987,0.0028519737534224987,,,,
163,,,,,0.00026801368221640587,0.11044929176568985,0.0028952390421181917,0.0028952390421181917,,,,
164,,,,,0.00025816954439505935,0.11041239649057388,0.0028893942944705486,0.0028893942944705486,,,,
165,,,,,0.00025100918719545007,0.11400580406188965,0.002975649666041136,0.002975649666041136,,,,
166,,,,,0.00024885794846341014,0.11217512935400009,0.0029288071673363447,0.0029288071673363447,,,,
167,,,,,0.00027511181542649865,0.11999209225177765,0.003137357998639345,0.003137357998639345,,,,
168,,,,,0.0002983899903483689,0.11814869940280914,0.0031029123347252607,0.0031029123347252607,,,,
169,,,,,0.00027186088846065104,0.11328184604644775,0.0029679767321795225,0.0029679767321795225,,,,
170,6.793566717533395e-05,0.3153495788574219,0.007917707785964012,0.007917707785964012,0.00025839792215265334,0.11205432564020157,0.0029305568896234035,0.0029305568896234035,44.13861386138614,50.0,160.16545758928572,8.843597412109375
171,,,,,0.00028956372989341617,0.10759921371936798,0.00283476198092103,0.00283476198092103,,,,
172,,,,,0.00024626945378258824,0.11047500371932983,0.002885009627789259,0.002885009627789259,,,,
173,,,,,0.0002589710056781769,0.11055050790309906,0.0028932481072843075,0.0028932481072843075,,,,
174,,,,,0.00025199775700457394,0.11320171505212784,0.0029560416005551815,0.0029560416005551815,,,,
175,,,,,0.00028195601771585643,0.12155087292194366,0.0031797499395906925,0.0031797499395906925,,,,
176,,,,,0.00027320030494593084,0.11977146565914154,0.0031308867037296295,0.0031308867037296295,,,,
177,,,,,0.0002801129303406924,0.1150430217385292,0.003016131930053234,0.003016131930053234,,,,
178,,,,,0.0002621434105094522,0.11983723938465118,0.0031270026229321957,0.0031270026229321957,,,,
179,,,,,0.00028030655812472105,0.10839863121509552,0.0028501192573457956,0.0028501192573457956,,,,
180,6.553408456966281e-05,0.3146359622478485,0.007898665964603424,0.007898665964603424,0.0002627500216476619,0.11418994516134262,0.0029861237853765488,0.0029861237853765488,44.1980198019802,50.0,171.65647670200892,8.78045654296875
181,,,,,0.000276762992143631,0.10996053367853165,0.002887394744902849,0.002887394744902849,,,,
182,,,,,0.00025570858269929886,0.10818701982498169,0.002832530066370964,0.002832530066370964,,,,
183,,,,,0.00023821736976969987,0.11350582540035248,0.0029567545279860497,0.0029567545279860497,,,,
184,,,,,0.00026105521828867495,0.10591690242290497,0.0027784504927694798,0.0027784504927694798,,,,
185,,,,,0.0002791193255688995,0.11888726055622101,0.0031117412727326155,0.0031117412727326155,,,,
186,,,,,0.0002781212388072163,0.11543212085962296,0.0030248635448515415,0.0030248635448515415,,,,
187,,,,,0.0002604064648039639,0.1133713573217392,0.0029644868336617947,0.0029644868336617947,,,,
188,,,,,0.0002800097572617233,0.12413205951452255,0.0032433061860501766,0.0032433061860501766,,,,
189,,,,,0.00023895222693681717,0.11507048457860947,0.00299623841419816,0.00299623841419816,,,,
190,6.503907206933945e-05,0.3184203505516052,0.007993027567863464,0.007993027567863464,0.00025895863655023277,0.1126345843076706,0.002945343963801861,0.002945343963801861,46.01320132013201,51.17647058823529,151.61239188058036,8.829355093149038
191,,,,,0.00023613055236637592,0.10210154205560684,0.002670603571459651,0.002670603571459651,,,,
192,,,,,0.00026655601686798036,0.1147218570113182,0.0030013243667781353,0.0030013243667781353,,,,
193,,,,,0.00028964411467313766,0.11150816828012466,0.0029325266368687153,0.0029325266368687153,,,,
194,,,,,0.00027563158073462546,0.10942389816045761,0.0028734132647514343,0.0028734132647514343,,,,
195,,,,,0.00023541026166640222,0.10824714601039886,0.002823883667588234,0.002823883667588234,,,,
196,,,,,0.0002615003031678498,0.11635704338550568,0.0030396762304008007,0.0030396762304008007,,,,
197,,,,,0.00026856549084186554,0.11692708730697632,0.0030574598349630833,0.0030574598349630833,,,,
198,,,,,0.000268412142759189,0.11261908710002899,0.0029496834613382816,0.0029496834613382816,,,,
199,,,,,0.00025967403780668974,0.11271429061889648,0.0029476943891495466,0.0029476943891495466,,,,
200,6.421054422389716e-05,0.31679677963256836,0.007952025160193443,0.007952025160193443,0.00028566227410919964,0.11899282783269882,0.0031176521442830563,0.0031176521442830563,46.28217821782178,52.352941176470594,115.99319022042411,8.869463920593262
